ID	Text	Label
5512	یه آشنام داریم، ماهواره نخریده، میگه پسرم هنوز کوچیکه و این چیزا واسش سمه، مغزش آلوده میشه   _اون شب با پسرش نوبتی قلیون میکشیدن   _وقتاییم که حال نداره، ماشینو میده پسرش برونه     پسره ۱۳ سالشه	[0. 0. 0. 0. 0. 0. 1.]
5513	نترس چیزیت نمیشه کوردی جان  	[0. 0. 0. 0. 0. 0. 1.]
5514	اخه نه که همه توییت فاخر می زنن گفتم دست اون بی خودا رو هم بگیریم 	[0. 0. 1. 0. 0. 0. 0.]
5515	شهرزاد چرااااا عاخه ! بيچاره به اين خوبيه كه!! اولين نفري هستي ميشنوم متنفري 	[0. 0. 0. 0. 1. 0. 0.]
5516	سیمکشا خرن  	[0. 0. 1. 0. 0. 0. 0.]
5517	میکردی؟؟ الان نمیکنی ینی؟؟ 	[0. 0. 0. 0. 0. 0. 1.]
5518	خیلی ترس داره بنظرم 	[0. 0. 0. 1. 0. 0. 0.]
5519	اخ اخ عکسا وحشتناکه 	[0. 0. 0. 1. 0. 0. 0.]
5520	اصلا پل خیلی ترسناکه  	[0. 0. 0. 1. 0. 0. 0.]
5521	نگوووو ترسناکه	[0. 0. 0. 1. 0. 0. 0.]
5522	دو سه ساله نمیترسم   ممنون اسپرسوی عزیز  	[1. 0. 0. 0. 0. 0. 0.]
5523	یه اقایی از من توی محل کارم خوشش اومده من بهش گفتم نمیتونم باهاش باشم    امروز‌مادرشو فرستاده بود سراغم    مادر هم نمیدونم اومده‌ بود وصل کنه ،جدا کنه   دوتا کلمه میگفت بعدش‌ میگفت فققققط غرورمو برای بچم دارم میشکنم هیچ فکر دیگه ایی نکن خانم :))  هنوزم فکر میکنم ازش میترسم :))	[0. 0. 0. 1. 0. 0. 0.]
5524	زیرا مشتی بزنم در دهن استکبار شاه حسن و اون یکی #آشنا شون  	[0. 0. 1. 0. 0. 0. 0.]
5525	خیلی دوست دارم شرکت کنم اما چون زیاد کتابخوان نیستم میترسم بیام و اونجا دچار ضربه روحی بشم. پس نمیام. 	[0. 0. 0. 1. 0. 0. 0.]
5526	گفتم  	[0. 0. 0. 0. 0. 0. 1.]
5527	تغییر علاقمندیها  پذیرش کامل شرایط  ترک موقعیت.  در غیر اینصورت دیوانگی شما را فرا میگیرد.  لطفا زمانی که آرام شدید و تمرکزتون رو به دست آوردید، خوب فکر کنید و در هر صورت بکوشید که از نفرت افزاها فاصله بگیرید.  	[0. 0. 0. 0. 0. 0. 1.]
5528	بابا ترسیدم 	[0. 0. 0. 1. 0. 0. 0.]
5529	خرگوشا خیلی ترسو هستن طفلی ها  	[0. 0. 0. 0. 0. 0. 1.]
5530	میپرم بهش جوری که اگه از خودم متنفرش نکنم امتیاز اون مرحله رو از دست دادم 	[0. 0. 0. 0. 0. 1. 0.]
5531	مثل نقطه و ویرگول و علامت تعجب و گیومه و... 	[0. 0. 0. 0. 0. 0. 1.]
5532	اونو ديگه چرا؟ 	[0. 0. 0. 0. 1. 0. 0.]
5533	آقا دزده،  آقا گرگه ، آقا سگه ، آقا موشه و ...  خورشید خانم ، فرشته خانم، عسل خانم و....   چرا هر چیزی ک چندش آور و خشن و ترسناکه کنار جنس مرد اومده ؟! 	[0. 0. 0. 0. 1. 0. 0.]
5534	به خودم مربوطه فضولا اه 	[0. 0. 1. 0. 0. 0. 0.]
5535	چه وحشتناکه واقعا 	[0. 0. 0. 1. 0. 0. 0.]
5536	ماشالا ب نگهداری  	[1. 0. 0. 0. 0. 0. 0.]
5537	ضمنا اون دوست مون که توییتش گذاشتم گفت صبا آذرپیک لااقل یه بار بهش منشن دادم چون سواد و منطق جوابگویی نداشت از ترس بلاکم کرد ولی شما دیگه چه تون بوده بیخود و بی‌جهت بدون اینکه حتی یه منشن بهتون بدم از چی ترسیدی بلاکم کردی   https://t.co/0N1VAc52j9	[0. 0. 0. 0. 1. 0. 0.]
5538	والا با اون حجم از علائم نگارشی که شما به کار بستی، هرجور خودت صلاح میدونی داداش. من غلط خوردم  	[0. 0. 0. 0. 0. 0. 1.]
5539	از ترس خودمم میفتم کنار جسدم 	[0. 0. 0. 1. 0. 0. 0.]
5540	من دیگه واقعا دنبال یه پسرم که اسمش محمد نباشه   حتی مورد داشتیم تا مرز خاستگاری رفتیم بعد فهمیدیم اقا رو مجتبی صدا میکنن ولی شناسنامه‌ش محمد مجتبی بوده!!! حداقل ترکیبی نزنین  ادم گول میخوره خب	[0. 0. 0. 0. 0. 0. 1.]
5541	آره انگار 	[0. 0. 0. 0. 0. 0. 1.]
5542	این ترس من از آمپول چرا نمیریزه پس  	[0. 0. 0. 0. 1. 0. 0.]
5543	همون دیگ   قیافم بچگونه میزنه اینا هم فک میکنن هم سن و سالشونم	[0. 0. 1. 0. 0. 0. 0.]
5544	نه مگه میشه با شاملو و ابتهاج قهر بود	[0. 0. 0. 0. 0. 0. 1.]
5545	اونقدر بدم میاد از کسایی که در مورد قیافه مردم نظر میدن 	[0. 0. 0. 0. 0. 1. 0.]
5546	عجب باگی	[0. 0. 0. 0. 1. 0. 0.]
5547	داریم مگه؟   	[0. 0. 0. 0. 1. 0. 0.]
5548	فكر مي كنم خيلي اوقات و ترس هم دارم اما نمي دونم چرا آدم نميشم ! ولي باز به لطف و كرمش اميد دارم . از حق الناسها و غيبتها مي ترسم  	[0. 0. 0. 1. 0. 0. 0.]
5549	بگم نمیدونم کدوم سمته عجیبه؟؟ 	[0. 0. 0. 0. 0. 0. 1.]
5550	عزیییزم    فضای اتاق برای پرواز کافی نیس 	[1. 0. 0. 0. 0. 0. 0.]
5551	خب میترسم آدرسم لو بره سرمو بزنن  	[0. 0. 0. 1. 0. 0. 0.]
5552	قدیمین 	[0. 0. 0. 0. 0. 0. 1.]
5553	:داستان ترسناک  الو از نیروی انتظامی تماس می گیرم 	[0. 0. 0. 1. 0. 0. 0.]
5554	شما با تخطئه کردن پیشگویی ما ره به جایی نمیبری استاد.   بخدا سر لج بندازی ترکیب هیئت رییسه رو میکوبم کف توییتر قند خونتون بیافته 	[0. 0. 1. 0. 0. 0. 0.]
5555	کی؟  	[0. 0. 0. 0. 1. 0. 0.]
5556	عمرااااااااااا، انقدر خنثاست  	[0. 0. 0. 0. 0. 0. 1.]
5557	خب این نفرت انگیزه  برای همین که اینجوری نشم کلی حرف به جون خریدم و الان چند روزه سوژه ی جاجرام   البته مهم نیست. مهم اینه که خیالم پیش خودم راحته	[0. 0. 0. 0. 0. 1. 0.]
5558	تو برادر همون نیستی که چیپ زد؟  	[0. 0. 0. 0. 0. 0. 1.]
5559	امروز عجيب ترين كيس مشاوره سال امد پيشم . عجيب از اين نظر كه اومده بودن كلاه منو بردارن .  بابا... اون مدرسه كه شما توش درس خوندين من جلب سيار مديرشو دارم    خلاصش اينكه مي گفتن فعلا ٢٠ هزار دلار بده :)))) مصائب_وكالت	[0. 0. 0. 0. 1. 0. 0.]
5560	ترسیدم!  گفتم نکنه روزگار فشار بیاره و اونوقت... قلم خوب و...   توییت ۱۴۰ کاراکتری ۱۰ دلار و بالای ۱۴۰کاراکتر  بیست دلار... 	[0. 0. 0. 1. 0. 0. 0.]
5561	ممنونم‌ لطف کردید نه خوشبختانه اصلن ترسو نیستم برای من هر اتفاقی‌بیفته مهم‌نیست فقط برای عزیزانم‌نیفته،بازم‌ممنون 	[1. 0. 0. 0. 0. 0. 0.]
5562	کاکو خیلی از حرفاتو قبول دارم ولی یکم عصبی شدی  با فحش و خشونت نمیشه با جهل و تعصب مبارزه کرد چون اونا مطمئنا تو این زمینه قوی ترن!!  در ضمن همینطور که بقیه دوستان هم گفتن پای طناز طباطبایی رو وسط نکش 	[0. 0. 1. 0. 0. 0. 0.]
5563	من از این جوراب کوتاها بدم میاد  	[0. 0. 0. 0. 0. 1. 0.]
5564	عجیب...  	[0. 0. 0. 0. 1. 0. 0.]
5565	ب خاطر علاقتون باید شاباش بدیم   عجبا 	[0. 0. 0. 0. 1. 0. 0.]
5566	قدیمی های توییتر؟   مگه پادگان 	[0. 0. 0. 0. 1. 0. 0.]
5567	اینا دیگه دارم شورشو درمیارن  بسه دیگه  با اسم حاج قاسم هر کسی داره  هر غلطی میکنه   	[0. 0. 1. 0. 0. 0. 0.]
5568	تو مترو خانومه گفت حجابت!  چیزی نگفتم  دوباره گفت  بازم رومو اون وری کردم  بعد گفت چرا فیلم نمیگیری؟  گفتم برا چی بگیرم؟  گفت میخام مشهور شم 	[0. 0. 0. 0. 0. 0. 1.]
5569	وااااای  کجا؟؟؟؟	[0. 0. 0. 1. 0. 0. 0.]
5570	تقریبا میکنیم اینکارو 	[0. 0. 0. 0. 0. 0. 1.]
5571	دیدمش اعصابم خرد شد 	[0. 0. 1. 0. 0. 0. 0.]
5572	من اصن رفته دیفالت مغزیم	[0. 0. 0. 0. 0. 0. 1.]
5573	اینکه ترسناک نیست 	[0. 0. 0. 0. 1. 0. 0.]
5574	یعنی این شدنیه؟  باورش خیلی سخته(نمیگم شما دروغ میگید) خیلی تعجب اوره	[0. 0. 0. 0. 1. 0. 0.]
5575	برای مادراتون چی می‌خواین بخرین؟      #فضولم	[0. 0. 0. 0. 0. 0. 1.]
5576	عجب دیوونه ای بوده اون دیگه 	[0. 0. 0. 0. 1. 0. 0.]
5577	منم فعلا با این مریضی جدید نظری ندارم میترسم مغزم ناراحت شه باز بزنه شت و پتم کنه 	[0. 0. 0. 1. 0. 0. 0.]
5578	خانوما ک عطر مردونه نمیزنن 	[0. 0. 0. 0. 1. 0. 0.]
5579	همون‌طور که حواس شما به بیماران هست، اونا هم حواسشون به شماست   خدا قوت عزیزم 	[1. 0. 0. 0. 0. 0. 0.]
5580	تفکرات افراطی ممنوع 	[0. 0. 1. 0. 0. 0. 0.]
5581	اخ اخ گفتی   انقدر بدم میومد ظهرا میخوابیدن  	[0. 0. 0. 0. 0. 1. 0.]
5582	می خرن؟  باید بستننی و بدی بهش  بعد میگن چرا عمه ها رو فحش میدید 	[0. 0. 1. 0. 0. 0. 0.]
5583	سلام مگه قرنطینه  نیست چرا این خالت اینا هی میان خونتون۰ 	[0. 0. 0. 0. 1. 0. 0.]
5584	از اون منزجرتر کننده تر اون مرد متاهلیِ که تو مجازی همه فکر میکنند مجردِ و زیر پست خانم ها در حال غش و ضعف رفتنه،دیدم که میگم  	[0. 0. 0. 0. 0. 1. 0.]
5585	آفرین به فهم و شعورت  	[1. 0. 0. 0. 0. 0. 0.]
5586	بله در تایید فرمایش شما یاد محاکمه ی ماری انتوانت در انقلاب کبیر فرانسه افتادم ،که وقتی بهش گفتن مردم از شدت ناتوانی نان ندارند بخورن ،ایشون فرمودن :خب برن کیک خامه ای بخورن .همینقدر نادان از جامعه وحقیقت موجود در ان . 	[0. 0. 1. 0. 0. 0. 0.]
5587	ترسیدم  	[0. 0. 0. 1. 0. 0. 0.]
5588	عجب فکری...    	[0. 0. 0. 0. 1. 0. 0.]
5589	حالا من بودم زرد میکردم از ترس 	[0. 0. 0. 1. 0. 0. 0.]
5590	تو این وضعیت مالی اره ننه 	[0. 1. 0. 0. 0. 0. 0.]
5591	پاینده باشی 	[1. 0. 0. 0. 0. 0. 0.]
5592	اره سال اخر   دختره میترسید کسی بفهمه، ۲۵ نفر رازشو نگه داشتیم تا اخر سال 	[0. 0. 0. 0. 0. 0. 1.]
5593	از سوسک میترسم 	[0. 0. 0. 1. 0. 0. 0.]
5594	حتی بیانش هم ترسناکه  	[0. 0. 0. 1. 0. 0. 0.]
5595	من یکی رو تو کمتر یک دقیقه از خودم متنفر کردم :/ نمیدونم برم منت کشی یا نه	[0. 0. 0. 0. 0. 1. 0.]
5596	تا حالا کربلا نرفتم، ولی میترسم برم اونجا و از زیارت هیچی نفهمم! آخه معمولا یا مسئول میشم یا بچه فامیلو باید نگه دارم   بی میل هستم کلا	[0. 1. 0. 0. 0. 0. 0.]
5597	#وی داره میره ماموریت برون مرزی و سیرن غمگین و ترسیده اس.  	[0. 1. 0. 0. 0. 0. 0.]
5598	خوبیاتون از خداشون باشه. ولی من خودم بشخصه از بحث غذا خیلی میترسم. غذاهای لذیذ مامانامون کجا و این غذاهای..... کجا. 	[0. 0. 0. 1. 0. 0. 0.]
5599	گاهی وقتا باید بخاطر اینکه از گرسنگی تلف نشی از همون غذاهایی ک متنفری استفاده کنی البته خیلی وقتی فقط تلقینه ک از این غذا متنفریم ولی بعد خوردن و امتحان کردن حسابی پاگیر اون غذای میشی 	[0. 0. 0. 0. 0. 1. 0.]
5600	استادام ک بدشون میومد از روشم بشون برمیخورد انگار شیمیو اینجوری یاد میگرفتم 	[0. 0. 0. 0. 0. 1. 0.]
5601	ما هم به شدت نگران جان در بندی ها هستیم  	[0. 0. 0. 1. 0. 0. 0.]
5602	کمدام کرمی هستن   ازشون متنفرم  @weareoneEXO  @layzhang  #EXO	[0. 0. 0. 0. 0. 1. 0.]
5603	عالی 	[1. 0. 0. 0. 0. 0. 0.]
5604	چون ب شدت از این تیپ درس ها بدم میاد  	[0. 0. 0. 0. 0. 1. 0.]
5605	به به عجب دانشگاهی  	[1. 0. 0. 0. 0. 0. 0.]
5606	و این نشون میده تو کله ی خیلیا جای مغز،   کار گذاشتن که خیلیم ترسناکه!!!	[0. 0. 0. 1. 0. 0. 0.]
5607	آخ ک چقدر از این مقدس سازی الکیشون بدم میاد...یعنی کاری ک تو این بحران ازشون برمیاد همینه؟شهید راه خدمت؟تجهیزشون کن که زنده بمونن چرا برای مرده شون نام گذاری میکنی؟ 	[0. 0. 0. 0. 0. 1. 0.]
5608	:/ این دیگه چیه 	[0. 0. 0. 0. 1. 0. 0.]
5609	چقدر 	[0. 0. 0. 0. 0. 0. 1.]
5610	نترس از هیچ چیز و هیچ کس   تنها بترس از وجدانت 	[0. 0. 0. 0. 0. 0. 1.]
5611	نه داداش از بچش متنفره میخواد بذارش سر راه   خدایی چی میگذره تو مغزتون از یه مادر همچین سوالی میپرسین؟	[0. 0. 0. 0. 1. 0. 0.]
5612	منم از گربه میترسم 	[0. 0. 0. 1. 0. 0. 0.]
5613	عالی ست بانوی اردبهشتی 	[1. 0. 0. 0. 0. 0. 0.]
5614	آره آره 	[1. 0. 0. 0. 0. 0. 0.]
5615	کاش مجبور نشم عروسی بگیرم و بتونم با ی مهمونی کوچیک سر و تهشو هم بیارم.اصن از لباس عروس و کفش پاشنه بلند متنفرم 	[0. 0. 0. 0. 0. 1. 0.]
5616	عمو نوروز جونم چرا آخه  	[0. 1. 0. 0. 0. 0. 0.]
5617	بجاش دکترید 	[0. 0. 0. 0. 0. 0. 1.]
5618	چ وحشتناک 	[0. 0. 0. 1. 0. 0. 0.]
5619	اره چرا به اون خانم محترم همون لحضه شماره ندادی خجالت بکش  	[0. 0. 0. 0. 1. 0. 0.]
5620	انقدر دوست دارم بيام زير توييتاي غمگين #شيفت_شب تون مسخره بازي دربيارم كه از ناراحتي دربياييد كه نگو. ولي ميترسم تو دلتون فحشم بديد. 	[0. 0. 0. 1. 0. 0. 0.]
5621	این آهنگه اونقدر ازش بدم میاد که بلااااااااااک 	[0. 0. 0. 0. 0. 1. 0.]
5622	شت شت شت .جدی میگی؟؟؟ مگه میشه؟؟؟چجوری از بچشون گذشتن بابا مامانت 	[0. 0. 0. 0. 1. 0. 0.]
5623	خوب دایی جهنمم واسه مادرا.چیز دیگه نموند بدیم انصافا 	[0. 0. 0. 0. 0. 0. 1.]
5624	اون خنگولارو باش که ده تومن میدادن تاب سوار شن 	[0. 0. 0. 0. 0. 0. 1.]
5625	فک من ب زور بربری رو تحمل کنه لاستیک آخه 	[0. 0. 0. 0. 1. 0. 0.]
5626	امروز یکم عصبانی بودم   بابام با این حال منو دیده میگه:   ناراحت نباش دخترم اگه خودش نیاد پیامش میاد     یعنی اون شخص کیه که بابام میدونه ولی خودم هنوز نمیدونم؟! 	[0. 0. 1. 0. 0. 0. 0.]
5627	چقد عصبی!  یه کم کوتاه بیا  چیزی از کره زمین که باقی نموند 	[0. 0. 0. 0. 0. 0. 1.]
5628	آخه توبایدواسه هرچیزی حرص بخوری دختر.پیرمیشی که 	[0. 0. 0. 0. 0. 0. 1.]
5629	همچین چیزایی هم میگن؟! 	[0. 0. 0. 0. 1. 0. 0.]
5630	باشد مشتی بر دهان استکبار  	[0. 0. 1. 0. 0. 0. 0.]
5631	سلام   منم امیدوارم سال خیلی خوبی داشته باشی  	[1. 0. 0. 0. 0. 0. 0.]
5632	واسه اینم میترسم خسته بشی 	[0. 0. 0. 1. 0. 0. 0.]
5633	واااای ننرسیدی از خرس؟  از گاوای وحشی؟  چه سرتقی بخدا  انقد بدم میاد 	[0. 0. 0. 0. 0. 1. 0.]
5634	چرم‌مشهد مگه اونجا شعبه نداره؟ 	[0. 0. 0. 0. 1. 0. 0.]
5635	چه وحشتناک 	[0. 0. 0. 1. 0. 0. 0.]
5636	من خارج ایرانم میترسم دستگیرم کنن 	[0. 0. 0. 1. 0. 0. 0.]
5637	مگه خواستگاریه  	[0. 0. 0. 0. 1. 0. 0.]
5638	تولد داریم اونم دوتا تولد ....  بابا و داداشم هردوتا ١/١ بدنیا اومدن   کلی فردا هم عید داریم و سال تحویل و هم تولد بازی   البته هر سال داریم  	[1. 0. 0. 0. 0. 0. 0.]
5639	صد البته   اما میترسم...  از اینکه مبادا نوجوونامون بابت این نوع طرز برخورد از راه راست منحرف شن :)	[0. 0. 0. 1. 0. 0. 0.]
5640	آخه میدونم از اخلاقم متنفری 	[0. 0. 0. 0. 0. 1. 0.]
5641	بابا افغانیا تقریبا صد ملیون میفروشن رو دستشون باد کرده بچه مگه	[0. 0. 0. 0. 1. 0. 0.]
5642	من ازت متنفرم   دیبی کلاه قرمزی	[0. 0. 0. 0. 0. 1. 0.]
5643	در میخانه رو که شما بستین  	[0. 0. 1. 0. 0. 0. 0.]
5644	الله اکبر به این شعور      به کجا داریم میریم ما آخه 	[0. 0. 1. 0. 0. 0. 0.]
5645	نه تو قبول نیستی   تو کلیه‌ت درد میکرد اگه سالم بودی و نمیرفتی شرط بود 	[0. 0. 0. 0. 0. 0. 1.]
5646	تولدت مبارک  	[1. 0. 0. 0. 0. 0. 0.]
5647	-الو علي آقا:ميخوام از Play Store   اینستاگرام  بريزم روی تبلت خواهرم ولي خطا ميده  +اول  SHAREIT   نصب كنيد بقيه از گوشي خود تون انتقال بديد    -گوشيم ويروس داره  ميترسم اين هم ويروس بگيره    +     فهميدن دختر بود ديگه 	[0. 0. 0. 0. 0. 0. 1.]
5648	امروز صب انقد عصبی بودم کلیدامو برنداشتم....مامان ک امشب خونه نمیاد ابجی بزرگمم احتمالا ۱۰ میرسه...این خواهرکوچیکمم معلوم نیس کجاس....اخ ک چقد من بدبختم     الان اومدم مسجد محل نشستم......تا یخ نزنم	[0. 0. 1. 0. 0. 0. 0.]
5649	کتلتو هر روز هم آدم سرخ کنه بخوره باز کمه، یه روز با ماست خیار، یهروز با خیارشور گوجه، یه روز ساندویچی  	[1. 0. 0. 0. 0. 0. 0.]
5650	منم متاسفانه همینطوریم از تاریکی خونه میترسم.ولی ترسم بیشتر از اینه که بچه ها هم مثل من بشن که متاسفانه بچه اولم از تاریکی اتاق می‌ترسه و تا وقتی لامپش روشن نیست تو اتاق نمیره.مادر ترسو بچه ترسو تربیت می‌کنه  البته ناخود آگاه 	[0. 0. 0. 1. 0. 0. 0.]
5651	یه جا پس برای ما ردیف کن 	[0. 0. 0. 0. 0. 0. 1.]
5652	این مجازی خیلی مسخرهست  	[0. 0. 1. 0. 0. 0. 0.]
5653	بیخیاآال تولدتونه   بادکنکای تو پروفایلتونو بترکونید اعصاب خودتونن خورد نکنید  	[0. 0. 0. 0. 0. 0. 1.]
5654	مادرت ترسوند،شمام میترسوندیش،کتک چرا 	[0. 0. 0. 0. 1. 0. 0.]
5655	اصن کینه ای نیسم حتی گاهیم خودم از این خصوصیتم عصبانی میشم چون گاهی واقعا لازمه. ولی هرکار میکنم نمیشه 	[0. 0. 1. 0. 0. 0. 0.]
5656	مگه چي زيرشه؟ 	[0. 0. 0. 0. 1. 0. 0.]
5657	اقا بذا بخوابم فردا رمزگشايي كنيم  تو خونه تنهام واقعا ميترسم  	[0. 0. 0. 1. 0. 0. 0.]
5658	از سوسک میترسی؟ 	[0. 0. 0. 1. 0. 0. 0.]
5659	خیلی زیاد :) 	[0. 0. 0. 0. 0. 0. 1.]
5660	مگه کی داره میاد   نمیدونم دیگه	[0. 0. 0. 0. 1. 0. 0.]
5661	دقیقا منم همینو می‌گفتم با خودم چند روز پیش تبلیغ این سس‌های بیژن بود انگار 	[0. 0. 0. 0. 0. 0. 1.]
5662	یا اباعبدالله  	[0. 0. 0. 0. 0. 0. 1.]
5663	اینم جالبه  	[0. 0. 0. 0. 0. 0. 1.]
5664	بدبختی چیزی نیست که بهش عادت کنیم ولی ما خیلی ترسوییم 	[0. 0. 0. 1. 0. 0. 0.]
5665	خودتو گفتم    ما یه دانشگاهو سیگاری کردیم  از کفاش شدن میترسونیم 	[0. 0. 0. 0. 1. 0. 0.]
5666	جدیدا تمام پادشاه‌ها و ملکه‌های سایر کشورا، حتی اونایی شاه و ملکه ندارن، مهاجرت کردن ‌ب توییتر فارسی...  یه چند تا رعیت موندیم بین اینا...  ملک و املاک و چرا ول کردید اومدید اینجا سَرورانم‌؟!   	[0. 0. 1. 0. 0. 0. 0.]
5667	اون اهنگ شادمهر بود میگفت از مردم شهر بیزارم....  فکر کنم این دوستت اون اهنگ رو زیاد گوش میده  	[0. 0. 0. 0. 0. 0. 1.]
5668	چه عجب یکی منو فهمید 	[0. 0. 0. 0. 1. 0. 0.]
5669	راستش میدونم که اینجا نیستی تعارف الکی نمیکنم ولی نوش جون تون خسته نباشید 	[1. 0. 0. 0. 0. 0. 0.]
5670	روهان داره برام کتاب میخونه. کلمه تنورو نمیدونه چیه   اصلا بچه تنور ندیده ب عمرش  اصلا نرفته ب عمرش نون بگیره ک اصلا هیچ نونوایی دیگه تنور نداره.  چ دنیای ترسناکی داره میشه	[0. 0. 0. 1. 0. 0. 0.]
5671	چطور پیداش کردی 	[0. 0. 0. 0. 1. 0. 0.]
5672	بعضیا شورشو در میارن   از فیلتر عبور کرده   مردم رای دادن   رای نماینده نماینده ها را هم گرفته    مجلس هم که انقلابیه   از چی می ترسید	[0. 0. 0. 0. 1. 0. 0.]
5673	بهشون بگو قراره دو سه روز دیگه فیلتر بشن مهمونیشون کوفتشون بشه  	[0. 0. 1. 0. 0. 0. 0.]
5674	منم هستم دلیلشم اینه از اسانسور میترسم  	[0. 0. 0. 1. 0. 0. 0.]
5675	سلام، نمیشه این رو جایی گزارش کرد؟ این وحوشت و بی شرمی رو باید بشه پیگیری کرد. جناب معمار اعصابمون رو حسابی بهم ریختید.  	[0. 0. 1. 0. 0. 0. 0.]
5676	خدایی منم همین فکر رو دارم کاری به سر ملت آوردن که آخر آرزوش مرگ شده  	[0. 1. 0. 0. 0. 0. 0.]
5677	زنده باشید، سایه تون کم نشه ... همینطور برای شما  	[1. 0. 0. 0. 0. 0. 0.]
5678	الان پست طنزه دیگه ؟؟؟؟   کامنتا ترسناکه  	[0. 0. 0. 1. 0. 0. 0.]
5679	خیلی خوبه نترسی، من هنوزم با این سن میرم دکتر میگم آمپول ننویس 	[0. 0. 0. 1. 0. 0. 0.]
5680	منون  لطف دارید   البته بیشتر به خاطر مامانم بود	[1. 0. 0. 0. 0. 0. 0.]
5681	میترسیدن پسرشون بره مدرسه ... بشه یکی از دلیلاش اینه  	[0. 0. 0. 1. 0. 0. 0.]
5682	از کینه و نفرت عبور باید.  چراکه تمام زندگی را تاریک میکند.  	[0. 0. 0. 0. 0. 0. 1.]
5683	حالا کدومش بیشتر ؟؟؟؟ 	[0. 0. 0. 0. 0. 0. 1.]
5684	از ترس نبوده، از اینکه یه شال مفتی از دست داده بوده، ناراحت شده 	[0. 0. 0. 0. 0. 0. 1.]
5685	یه گوسفنده قرص اکس میخوره   میره لب جاده میگه :  مستقیم کشتارگاه 	[0. 0. 0. 0. 0. 0. 1.]
5686	چی هست؟؟ 	[0. 0. 0. 0. 0. 0. 1.]
5687	کپی نمیشه ولی خب تاثیر کلامش رو از دست داده  	[0. 0. 0. 0. 0. 0. 1.]
5688	اومدم آزمایش خون بگیرن ازم برای بیمه حقیقتا میترسم!!!!   اولین باری که آزمایش خون دادم چشام سیاهی رفت افتادم رو زمین بدنم شروع کرد به لرزیدن!!!!!   اگه خبری ازم نشد بدونید زیر آزمایش خون گرفتن مردم!!! 	[0. 0. 0. 1. 0. 0. 0.]
5689	میدونم دلیل دومه ولی اینقد وحشتناکه نمیخوام بهش فکر کنم  	[0. 0. 0. 1. 0. 0. 0.]
5690	اینقدر از این بحث بدم میاد 	[0. 0. 0. 0. 0. 1. 0.]
5691	ارزوی سلامتی و بهبودی هرچه زودتر برادر شما دوست عزیز و تمام بیماران دارم  	[0. 0. 0. 0. 0. 0. 1.]
5692	مگه من گفتم نصیحت کردی ؟  	[0. 0. 0. 0. 1. 0. 0.]
5693	یبارکه منتظر بودم داداشم ازدستشویی دربیاد تا بترسونمش انقد طول کشید که کلاً یادم رفت واسه چی اونجام!  وقتی اومد بیرون دوتایی ازترس جیغ زدیم   	[0. 0. 0. 0. 0. 0. 1.]
5694	شما هم معلم‌های اول و‌ دوم دبستانتون میگفتن ما تو خونه‌هاتون دوربین داریم؟! ...کار رو انجام بدید میبینیم؟  منکه تا یه مدت از ترس دیده شدن جرات توالت رفتنم نداشتم 	[0. 0. 0. 1. 0. 0. 0.]
5695	کاش بشه اینو فرو کرد تو مغزشون 	[0. 0. 1. 0. 0. 0. 0.]
5696	من خودمم هنوز گيج اون ٢ليوان آبيم كه تا صبح ده دفعه خواب آلود خوردم وصبح يادم آمده كه من نگهبان مراقب دندون مصنوعياي داخل جفتش بودم  دم صبح پر كردم لو نرم  واسه مادر خانم رو دارم يواش يواش با شبيه سازي هضم ميكنم اما واسه زنداييشو موندم چجوري هضم كنم خودمم ترسناك گيجم   	[0. 0. 0. 0. 1. 0. 0.]
5697	یا ابرفزل نکنه جن بوده   من اینجا ترسیدم  	[0. 0. 0. 1. 0. 0. 0.]
5698	خواهش میکنم عزیزم ناراحت نباش براش خوشحال باش که الان جای بهتریه و کاری کن که با خنده های تو بخنده 	[0. 0. 0. 0. 0. 0. 1.]
5699	فلوکیها همه خوبن  	[1. 0. 0. 0. 0. 0. 0.]
5700	ممکنه 	[0. 0. 0. 0. 0. 0. 1.]
5701	به منم میگن گاها ک چه جالبه پوششتون و یا چقدر بهتون میاد اما این مدلی رو نداشتم  	[0. 0. 0. 0. 1. 0. 0.]
5702	فکر کنم برای بار صدم نشستم فیلم شب یلدا رو دیدم، بیش از نیمی از زندگیم صرف کارهای تکراری میشه، لذتی که از تکرار میبرم، به همون اندازه نفرتش رو از تجربه‌های نو احساس میکنم، کسی می‌تونه کمک کنه بگه اسم این بیماری روانی چیه؟    #ريتوييت_لطفا	[0. 1. 0. 0. 0. 0. 0.]
5703	پدر ترسيدم 	[0. 0. 0. 1. 0. 0. 0.]
5704	اااره مهم اون رگ و ریشه مشدیه ک داری 	[0. 0. 0. 0. 0. 0. 1.]
5705	اگه هم از اون دسته ادمایی باشن که سر جونشون بترسن نمیان 	[0. 0. 0. 0. 0. 0. 1.]
5706	و همه ساکت هستن.....چقدر ترسناک.....	[0. 0. 0. 1. 0. 0. 0.]
5707	من از الان نگرانم که فردا کی میخواد مارو رباتهای اسراییل و آمریکا و آل‌سعود خطاب کنه     #IranRegimeShouldBeOverthrown	[0. 0. 0. 0. 0. 0. 1.]
5708	دارم و اتفاقا آدم بایدم داشته باشه ترسی نداره که    ی نکته فقط داره اون که میگه ندارم در اون دور دست ها چشش دنبالته 	[0. 0. 0. 0. 0. 0. 1.]
